Review,Sentiment,Platform
One of a kind experience. Feels like you are a only a strand in the nature.,Positive,Google Reviews
Exceptional service provided by the staff! They were quick and attentive to all our requests! The hotel is well maintained and we loved our stay!,Positive,Google Reviews
I wouldnÕt go again and wouldnÕt recommend this hotel to a friend.,Negative,Google Reviews
"When planning our trip we were really looking forward to our visit to the Heritance hotel. After great other hotels in Sri Lanka, Heritance Kandalama turned out to be a disappointment. Our main comment is that the hotel is ok, but highly overpriced.Pros of the hotel: beautiful view, spacious rooms and the design and architecture of the hotel are truly special. Waking up with monkeys on the balcony is definitely amazing. But as said, that comes with a price.Cons: the hotel is big and therefore misses authenticity and atmosphere. The staff is friendly, but far less hospitable then the rest of Sri Lanka. Breakfast buffet is big, but not very tasteful. Dinner buffet was overpriced, not tasty and typical buffet, not our taste. The a la carte restaurant was a better choice, but not very atmospheric. Infinity pool is nice, but surroundings are not feeling very clean: sandy and not well kept.Bathroom is nicely designed, but should be better maintained. There are stings everywhere, there was a leak in the room and the overall feeling wasn't very clean. Furniture looks old, and the room in total is not very atmospheric too.To conclude: the place is special because of the architecture and view. But there are other hotels in the same area, from which I expect you can enjoy better value for the price paid.",Negative,TripAdvisor
"I and my wife visited the hotel with high expectations for our anniversary. The moment I stepped into the room I was confused and upset to see that it was not the room that we booked. We selected the deluxe king room because it looked cozy for us and it had a jacuzzi and a balcony. But the management had upgraded us to a suite with a separate huge living room I mean I'm happy for the upgrade but use your brain why would two couples on their anniversary require a huge living room which is ok for 2 families. We wanted the original room we booked as we wanted a cozy room and not a huge room and also I wanted the balcony area to be there. After we requested we had to wait for almost 1 1/2 hrs in the room without moving around because of the covid-19. That part we understand but the butler who came to pick up our luggage didn't even inform us that we had to go to the reception to find our new room. I had to use my own phone and call the reception to see what we needed to do.
In the new room that we got, the jacuzzi was not working properly and the remote was also not working. Plus the trip switch went off once.
I had requested the complimentary anniversary cake to be delivered during the dinner which we didn't receive. Although a couple next to us received a cake. So when I talked to the management we found out that the cake was mistakenly given to the wrong couple!!! and they will send another cake to our room if we wanted one at least use your brain why don't you keep it and give it as a surprise for the breakfast. After being upset about this we came back to our room around 9 pm. At about 10.30 pm we received the cake to our room without even a candle.
The dinner was not that great. The meat items had no salt or properly seasoned. The breakfast and lunch were average.
The whole area there so much animal poop and not even cleaned. Only thing is that the precautions for the covid-19 were properly followed.
Totally disappointed and the worst place on earth.",Positive,Google Reviews
"We stayed here for 3 nights as part of a Sri Lanka tour and had an excellent stay, although I'm unable to give this hotel the highest grade - read on. Built into the rocks and cliff side and designed by Geoffrey Bawa, the architecture is stunning. The open reception desk oozes charm and the greeting is warm and efficient. We had an upgraded room (Panoramic Room I think - there are bigger ones on 7th floor) on 6th floor overlooking the lake and it was comfortable and well equipped. There are 3 pools although we only swam in one. The ones on the roof and in front of the bar looked wonderful but were a bit of a trek from our room and time was limited. We used the one on the second floor and it was fine. This is a large hotel with what appeared to be a rapid turnover and a bit of a coach party / conference / wedding clientele. This means that there's a bit of a pack mentality dependant on the culture of the group. It also means that you get large groups in the restaurants and the bars didn't appear to get much trade. For me, catering was disappointing. There are no alternative places to buy food in the area so the hotel has a captive audience. The choices are the main, buffet restaurant where buffet evening meals and breakfast are taken, the a la carte and a snack bar. The buffet lacked any form of atmosphere and the price was very high, particularly if you didn't want to eat too much. The food's fine and the choice good but I found it far too busy and far too noisy - a very expensive works canteen! On our final night we had a one course meal of decent curry in the 'booking only' A La Carte restaurant and it was very good, although they were a little surprised that we didn't want starter, main course & dessert. It came in at about half the price of the buffet! Top tip - if you're not too hungry, take the trouble to book the a la carte and just have one course. Alcohol's grossly overpriced, as are other drinks - just have the water from the jug. We bought some beer at the local beer shop on the way back to the hotel, cooled it in the fridge and had it on the balcony. The hotel charged 4 times the price.",Negative,TripAdvisor
We had booked it for three nights but only stayed two. This place has a few nice pools one that is infinity and backs onto the lake. The surroundings of the hotel is beautiful as you are set in the jungle (lots of bugs and bees nests as to be expected). We stayed here because we wanted to climb The Lion Rock and since we knew there is not hole like to do around we booked one of the sweets that have a spa so we could overlook the jungle whilst reading and relaxing. The cost of booking a suit instead of a room was substantially more however we thought we would pay the extra to enhance the experience. On the second night we decided to fill the spa and much to my disgust all brown sludge came out of the jets and lots of bugs which clearly indicated had not been back washed or cleaned properly from the previous guests. It was pretty dirty in general and considering what we had paid I was eXpecting a little bit more. When we checked out the next day the gentleman said he was sorry and that he would look into it and to be honest he didn't seem very phased when he left I spoke to the Cachia and explain to him that we had paid so much extra to have a spa that we could not use and we are leaving a day early which we knew was not refundable they then decided to give me $50 off which is a huge disappointment considering we spent hundreds extra to have that suit. The spa and staff were amazing highly recommend to get a massage. This place is fine to stay whilst climbing the rock I wouldn't be here too long however it's a great spot for kids with huge pools. If you climb the Rock I highly advise that you leave the hotel at 6 AM to be there at 7sharp we missed all of the queues and the traffic when we were coming down we could not believe how many people were there it was chaos ( skip breakkie or order an omelette to eat before you go in your room as buffet open at 6)Overall could have been cleaner !!,Negative,TripAdvisor
"the view, room comfort, the staff are super friendly.
the bathtub in the room was fantastic",Positive,Booking.com
"I booked a room in early May on booking.com for an August vacation. I cancelled the room on May 20th, almost 3 months before the free cancellation date. The hotel charged the full amount ($800) and refused to refund my money. They stole my money plain & simple!!!!",Negative,TripAdvisor
Perfect place,Positive,Google Reviews
"Nice hotel, lovely setting and amazing building. Staff were great and breakfast was perfect. Dinner in the a la carte restaurant was a little expensive and quite average. Room felt a little dated - e.g. aircon/fan/lights controlled from a panel of knobs and switches behind the bed. Views over the lake from some rooms are incredible.",Positive,Google Reviews
"We were on honeymoon, so were a little disappointed when we were allocated a small room on the 2nd floor with no view of the tank. The room did look a little neglected too. The staff are good, although I'm not sure they really understand that good service is about being efficient as well as the 'personal chat' bit which sometimes got a bit grating.",Negative,TripAdvisor
I would highly recommend this hotel it's good food the view the pools and everything except the ape attacks. Actually 11th Saturday morning around 7 in the morning I was attacked by an ape and the wound was so major that I had to get stitches and injections if u do hv any small kids pls be aware that the apes attack and bite so risk of that is uncertain but prevention is better than cure. And the day before I was bitten my sister was near the window and the ape has jumped towards it and luckily the window was closed and she wasn't hurt so this is just to avoid another disaster not to bring a bad name for the hotel even tho the staff was very supportive over this matter,Negative,TripAdvisor
Loved loved loved this place. Food was not as good as other lux hotels but we did not care as the place was truly incredible. Never been anywhere like this and really fell in love with it.,Positive,Expedia
"I stayed in Heritance Kandalama in 2014 and had a great stay. This time, I came back with my family and choose to stay in this hotel again. Initially, I booked two rooms for three of us. Later on, my aunty joined us for the trip, so I emailed the hotel and asked how much is the additional charge for an extra adult without extra bed. I emailed twice through the official website, got no reply. I have the same issue across the board for all 7 nights staying in Sri Lanka, all the other hotels replied except Heritance Kandalama. We arrived at 4pm, a staff named “Nuwan” checked us in. The first thing I told Nuwan is we got one more person, he said he will check. He came back and told me we just need to pay 20USD for the extra adult. I offered to pay now but he asked me to pay at check out. However, problem starts. It’s 10 past 4 and both rooms are not ready although the check in time is 2pm. After waiting for a while at the front desk I said “it’s too slow.” A few minutes later he told us one of the room is ready and start to take us to the room. When we are in front of the room, oh no, it has power problems, it’s not ready. So four of us (three are 70 years old) holding our bags carrying our backpacks standing in front of the room and waiting. Asking him how long it will take, he said 5 mins, and it’s 5mins after 5mins. Then the luggage arrived. The luggage boy just put all of our luggages outside the room and left. At one point, I blow out. I said “ Are you serious? How long are you going to keep us waiting like this?” He said “5mins” and I said “that’s what you said 5mins ago” he then start to apologize and said “we are fully booked today and we have large Indian groups.” “what? !That’s none of my problem!” I asked him how do I make a complain and he told me to ring 0 from room phone. Finally, one room is ready at 4:40 and he just told us the other room will be ready in 10mins and left. We went to the other room a few minutes later and the cleaning guy still inside. We helped him to move the bed. Called 0 but no answer. Fine, I’m already wasted 45mins at check in, I’m not going to waste more time. We went for a swim. When we come back, with wet swimming suit and hoping to take a shower, oh, the shower is not working. Have to call the front desk to send someone to repair the shower. And we were waiting in wet swim wear and cold. I have to say they fixed it pretty quickly, within 10 mins. The story doesn’t end. At check out, I got a bill for an additional person charge of 12000 Rp plus. What a surprise! Nuwan came, I said you told me I need to pay additional 20USD yesterday. He said “Yes, but I checked with the reservation team later, now this is the price you need to pay” ok, so he didn’t check with anyone before he told me I need to pay 20 USD. I said “oh, but you didn’t tell me you were giving me a wrong price” Anyway, I asked to talk to the manager. Reservation manager came and he agreed that as we only have two person staying in each room, I shouldn’t need to pay for an additional person’s room charge. I only need to pay for the additional person’s breakfast and dinner which is 46USD. I asked for a price list and he left for a long time then came back with an excel print out which I can type in any price in excel and print. Anyhow, I’ve already wasted another half an hour at check out, my whole group is waiting for me, I’m just going to pay. To be honest, 46USD is an reasonable price. If I was told this in the email or at check in by Nuwan, I will be more than happy to pay. But that’s not the point. As a hotel, do you know how much you should charge a customer? 20USD initially then 12000rps then 46USD? There is no guide, just do whatever you want. And not reply to guest emails. So much time wasted at check in and check out. I told the management I’m very disappointed with this stay. I was offered some gifts but I didn’t take it. Gifts won’t make up guest’s holiday, good service will. This is a great beautiful hotel but unfortunately with bad management lethargic staff and a cannot careless attitude is my experience.",Negative,TripAdvisor
"What was disappointing was the smell of sewage in our room. Our room was a Royal suite at the very end of the Sigiriya wing room 217. Despite complaints to the front desk, nothing was done to help us with the situation - no scented candle, no deodorant. Certainly they did not offer to change rooms. Its a shame because our stay was superb except for this issue. ",Negative,TripAdvisor
"- Customer service is below par, managers and staff barely speak English so any request takes longer than needed. - Room service and other requests take over 30 mins. - The pool did not feel clean, and general public were allowed to take photos of the infinity pool, so no privacy for hotel guests. - Rooms are dated and feel old. There are marks, stains and scratches everywhere",Negative,TripAdvisor
"this is a lovely relaxed hotel with an amazing view over the lake and able to see the animals nearby. but on saturdays they allow anybody to have lunch and then use the facilities. instead of 5-10 people in the pool there were about 40, with no space and killing the relaxed atmosphere. also in the evening one of the local banks takes out employees and families for dinner, so very loud music etc. any other time its great",Negative,Agoda
"What a hotel. Great vision to build this, views are spectacular . Service is great, Food was brilliant, the buffers were brilliant and plenty of choice for all tastes. Three swimming pools to choice from, and plenty of places to visit out side the hotel. The hotel has been around for a while and now is beginning to show signs of age.",Positive,TripAdvisor
"On the second day of our stay, the lady from the first dispute displayed an attitude that was sour and unwelcoming. She did not greet us, nor did she smile or offer any form of service. This was incredibly disappointing and did nothing to improve our experience. This lack of interaction was the final straw that led me to publish this review, as I had initially wanted to move past the experience and simply see the previous days check-in as a one off.However, it is worth noting that the restaurant staff were a bright spot during our stay. The restaurant manager was particularly kind and accommodating, and we thoroughly enjoyed the music provided by the flutist. We urge any future guests who do decide to choose to stay at this 'hotel' to sit outside whenever possible, as the atmosphere inside the dining hall is lacking and uninviting.",Negative,Google Reviews
Poor serviceÉ,Negative,Google Reviews
"For a five star property the service was not good. The first day we were there electricity kept going off and on, like 5xwhile we were eating and when we were back in our room. We had an extra guest in one room,our driver. and we were told we just had to pay for breakfast buffet but they ended up charging me $100usd a night , for two nights. The next morning for breakfast my husband was in dress shirts and a vest as we were heading out to Sigirya and he was told to change his top whereas there were many people in swim wear. There was a lady in a bikini and eating and was not told to change. Poor service will not recommend",Negative,Expedia
"Worst experience in Sri Lanka, I bring my whole family there but it was a mistake... it start by my arrival. We negotiate a taxi from downtown to go there and when we arrive at the hotel, the reception was very rude with my driver because he offered us very low price. The day after I asked the reception to call a taxi, but they offer absurd price which was over the price market. Face to that, we decide to walk and find taxi by ourself but each time the reception team and the security guy make pressure to all drivers to not take us. During all my stay, the atmosphere was tense and horrible with the staff. It’s only during the last day, one of the staff told me: because you come from this country, you have to paid more”. Awful. The management really need to make some training or cleaning in their staff...",Negative,TripAdvisor
Great!!! Lovely hotel!,Positive,Google Reviews
Very nice hotel with good and clean rooms. Worth of money. recommend for visiting. We spent two nights. Swimming pool view is super cool. I give 4* because the taxi service is soo expensive.,Positive,TripAdvisor
An excellent place to spend your leisure time . A. Very beautiful place full of natural beauty. Had a great time here,Positive,Google Reviews
"I don't like to write bad reviews but our stay was so terrible I hope that others know what they are getting for their money. Our arrival was the typical warm and friendly one that we have experienced all over sri lanka. Warm smiles and a nice welcome drink. The views are really stunning, over the lake you can see sigirya. The area is full of kites, mokeys and bats, very special. Buses full of tourists filled up the cafe area so it was a little loud. Upon arriving in our room it was very dirty. Bathrooms are extremely tired looking with scratches all over the insides of the windows, mould and peeling sealant on the windows. Mildew in a lot of places which makes using the bath a gross experience. There was rubbish under the bed, dirty curtains and dead flies all over the balcony. I understand that this is a nature resort (actually why we chose to stay here) but it was clear that the dead flies had been there quite some time. We went for lunch in the cafe as the only vegetarian things on the restaurant menu were a soup and an eggless cake? The menu in the cafe was all western food that you would get in a school or hospital canteen. I ordered the vegetable panini sandwich. What arrived was a burger bun with vegetables and a bit of cheese, cold soggy french fries and a salad. The food was bad but was accompanied by a man sat on a rock playing flute. The flute was nice for about half an hour but soon got very annoying. We went back to our room where we could hear the sound of the flute echoing down the hallway into our room (Jennifer Lopez cover songs). Our room was near the bar and cafe, all night we could hear squeaking of everyone's shoes, loid coughing, screaming children, chairs being moved outside and upstairs and what can only be described as someone bashing pots and pans around at 10pm. No soundproofing at all, and the halls are stone and very open so everything echoes. We had to be up at 4am for a safari so you can imagine we weren't to happy. The next day we decided to give the place another try. We went to the restaurant in the hopes that they could make me something vegetarian. Upon arrival the restaurant was closed for a wedding, something that we were not informed about. We went back to the cafe again, ready for another disappointing meal. We sat for almost 20 minutes waiting for a menu, no staff around at all. Then we waited another 20 minutes after getting a menu, one person working who was rushing around helping wedding guests. The flute man came out again, we got fed up waiting and decided to order room service instead. My husband asked what we could have that was vegetarian, nothing was marked on the room service menu but cheese toast seemed a safe option. He was told that the cheese toast was vegetarian and we could order a basket of sandwiches with egg and vegetable. The food arrived, cheese toast was covered in bacon and the sandwiches contained bacon and tuna. I had cold soggy french fries again. We wanted a drink at the bar, no-one was working there the entirety of our stay so we went back the room instead. I took a shower and had the delight of the wedding photographers drone fly up past my window whilst i was naked. Had the buffet breakfast in the morning, loads of variety and plenty of veggie options. We were sat on a dirty table, went to get food and the table had been cleaned. Why sit us on a dirty table to begin with? Buffet food was all stone cold despite being kept in hot holding cloches and the Scrambled eggs were very undercooked. As a chef this is just dangerous and a great way to give your guests food poisoning. We ate some fruit and left as soon as we could. I am shocked that this place can call itself luxury. We paid over £400 for 2 nights to stay in a dirty hotel with no staff and bad food. The whole place needs updating, the menu needs changing and the prices need to be considerably reduced for Western customers. You could take some lessons from all the other resorts in Sri Lanka that are truly wonderful. This place is cashing in on its views.",Negative,TripAdvisor
"The room was dark and the equipment are getting old.
The main issue is the noise isolation, you ear 100% of what is happening in the rooms next to you…especially toilet flush, bath evacuation, conversations, tv program of your neighbour…etc
The toilet evacuation are passing in the room!!!And when your neighbours are waking up at 5:00 AM 2 consecutive nights is just exhausting.
For us it was not worth the price.",Negative,Booking.com
"First impression bad. By there reception, We felt we were unwelcome guest. Receptionists seemed they choose a guest by looks haha. And view and pools are good. Just... that’s all if you want to go to this hotel don’t expect other than that. 1. Staffs here are not friendly.. some are good. But most of them.. looked like they are tired of guests 2. We had some service assistants came .. and they came in first before asking to come in. Some times they were asking while coming inside. 3. The building is week of noise. You would know what the upstairs do.. we liked jacuzzi(old though) but later we noticed that’s problem cuz when other rooms use the jacuzzi you will know by the noise.. and It bothered us late night. And also some moves upstairs as well. 4. In a room, everything smells so old.. and bad... mold smell. THEY NEED TO CHECK THE THINGS IN ROOMS. Why!!! It looks like abandoned room... spider webs and rusted pot... mold smell. Over all... I don’t get the price of this hotel. The view is great.. pools are good..that’s all I want to remember..Of course some staffs here are good.. but very little number of them. Too expensive comparing everything. Maybe maybe one day is enough here. So.. so far The hotels I experienced in Sri lanka .. this hotel... not good..😧😧😧😧😦😦😦😦😦😦😦😦😦😦😦😦😦😦😦😦😦😦😦😦😦😦😦😦🤮😦😦😦😦😦😵😵😵😵😵",Negative,TripAdvisor
"We had been looking forward to staying in this much recommended hotel for 3 nights and ended up thoroughly disappointed. It is in a beautiful location and the infinity pool is picturesque. However the whole hotel is incredibly loud. Our rooms were on the 3rd floor opposite the service area. The noise started at 7 am and because the accoustics are really poor and the standard rooms have the beds right next to the doors, the noise woke all of us up. Adding to that there was a function room 2 floors down from us and on the last night I woke up around midnight to intolerable levels of noise coming from there. 2 calls to reception and it stopped after 30 mins. The duty manager apologised the next day, but thats not really helping anyone at that point.Aside from the noise issues, the rooms were small and due to the monkeys being a strong feature around the hotel you could not open the doors for any length of time or leave anything outside. The bathrooms had seen better days and smelled musty, the trip to the dining hall was way too lengthy, the dining hall itself had the charm of a work cantine (although nice views) and was very noisy too. On the first night we could not get a table for 30 mins since it was very busy.The pools dont have enough sun loungers and the 2 other pools apart from the infinity one are distinctly average. The a-la -carte restaurant on the 7th floor was lacking any kind of atmosphere.When we complained, the staff showed a very complacent attitude.",Negative,TripAdvisor
"We (me, my husband, and the kids) stayed @ the royal suit from 23 June for four nights. We stayed here in 2006 and the experience was phenomenal and this prompted us to book Kandalama for the second time. Our recent experience was way below the anticipated quality and not moneys worth at all. Quality of the food was pathetic and we had to tell the hotel staff to clean our dining table few times. If you expect a lunch buffet you are pretty much out of luck. The Spa is so low quality and almost non functional. If you can spend 500 dollars per night per room please go else ware.",Negative,TripAdvisor
I and my wife visited the hotel with high expectations for our anniversary. The moment I stepped into the room I was confused and upset to see that it was not the room that we booked. We selected the deluxe king room because it looked cozy for us and it had a jacuzzi and a balcony. But the management had upgraded us to a suite with a separate huge living room I mean I'm happy for the upgrade but use your brain why would two couples on their anniversary require a huge living room which is ok for 2 families. We wanted the original room we booked as we wanted a cozy room and not a huge room and also I wanted the balcony area to be there. After we requested we had to wait for almost 1 1/2 hrs in the room without moving around because of the covid-19. That part we understand but the butler who came to pick up our luggage didn't even inform us that we had to go to the reception to find our new room. I had to use my own phone and call the reception to see what we needed to do.,Negative,Google Reviews
"luxurious setting (with three pools), ample food choice for all meals. (The food was all great!)
The staff were really attentive, too.",Positive,Booking.com
"In the middle of the rainforest this hotel is a wonderful treat. The architecture, making use of.natural boulders and  vines, is impressive, the service is first rate and the room, with its view far out to the famous rock outcropping of Sigiriya is magnificent.  I was their to see a family of monkeys outside ny terrace in the morning and later swinging through the trees. 

This is an extensive property, with beautiful pools, good restaurants  and magnificent views everywhere, and it provides a wonderful and peaceful break from travel in a hot and humid climate.",Positive,Expedia
"Lovely place with very supportive and friendly staff. Spacious rooms, delicious food and breathtaking views. Highly recommended",Positive,Google Reviews
What a beautiful location and the service is second to none..amazing spa treatments as well.. I'd prefer they upgrade their electic socket system though..it was bit difficult as the socket was not near the bed..nevertheless what an amazing experience..if you are not a nature lover not the ideal place though..,Positive,Google Reviews
"We almost didn’t stay at this hotel because of some of the negative comments in previous reviews but I am so glad we took the chance. I agree the hotel is on the older side which is somewhat evident in the rooms but I have stayed at plenty of 5 star hotels and if you look too closely at the corners and crevices they are never perfect. What makes this hotel special is the design and serene environment. It was architecturally designed to blend in with the environment, beautifully set against a mountainside in the jungle overlooking a reservoir. Vines partly camouflage the exterior and provide climbing frames for the wild monkeys. It was a real treat to see these funny creatures just outside our balcony. The service provided by the staff was top class. I feel this hotel has been unfairly underrated and I almost didn’t stay here because of it which would have been a real shame. I’m only sorry I didn’t stay a third night.",Positive,TripAdvisor
The surrounding was perfect. The room was directly facing to the sigiriya rock and kandalama lake which was great. But rooms has not upgraded and bathroom fittings are not clean.,Positive,Google Reviews
"beautiful location
little choices or flexibility; expensive!; mattresses and pillows were horrible

The location is beautiful, if hard to get to. I would only recommend to people planning to go and only stay there and spend the serious money needed for a nice room",Negative,Agoda
"Had a superb stay, breathtaking view and  excellent service and hospitality",Positive,Google Reviews
or us who have travelled worldwide the hotel was not one we would chose again as it had no ambience and the restaurant and service very average. Good place to visit but not to stay.,Negative,Agoda
"so we stayed here because as far as i know it's the only decent hotel around, if i had to do it again i would keep moving to another city to stay somewhere else. it was old, out-dated, dirty and gross. but dambulla is nice, they have nice things to do and this hotel may be your cup of tea so go for it. we didn't like it because we found it dirty and out-dated and the food was the worst we had in sri lanka. also, there were bugs everywhere and i stress everywhere!!! we don't do bugs and outdoorsy stuff so if you're like us, again pass. there was a great mountain thing to hike nearby which we didn't do but we did stop to take pics near by with it in the background lol. also, the hotel had bats everywhere as it was a sort of open air hotel. monkeys everywhere which they were cool but you're not supposed to interact with them. the area around it and the mountain its on are beautiful though, very green and lush as sri lanka in general is. anyway, good luck on your choice",Negative,TripAdvisor
"Very pleasing and relaxing, exceptional architecture and seeing green colour everywhere helps to calm the mind.",Positive,Google Reviews
"Unique hotel in the middle of a jungle by the side of the lake. View from the room and the bath room was amazing. Front desk team was very friendly but F&B team didn’t give the same impression. Not sure they could cope up with overwhelming crowd. Food quality and variety was very good. Maintenance in side the rooms could be better. We definitely will visit again,",Positive,TripAdvisor
"This hotel is different totally eco friendly as long as you can get over monkeys watching you shower it is worth a visit.The staff member who showed us round disappointed us by saying "" You can tip me now Sir""!!! Not a great start. The rooms are nice but dark not enough lighting. Food was good, as this is so out of the way it would have been good to be told if anything was going on in the hotel but we had no idea. The building is a little confusing but once you get used to it it is OK",Negative,TripAdvisor
"From the moment we arrived we were very excited to be in this hotel. The setting is just stunning, and the views of Sigiriya, the lake and elephants are so special. The architecture and design of the hotel is fascinating and there is a lot to take in whether you are in a restaurant or in a corridor. It is an incredible building. However don't expect the bedroom to match up to expectations...our room was clean (except the bath) but it was all a little bit tired and in need of refurbishment. It feels a bit like stepping back in time, but with all the wear and tear plain to see. Hopefully they have a plan! The staff were wonderful. Everyone was so friendly and helpful and we really enjoyed our stay. The views from the top pool are incredible - some guests were put off thinking the pool water was dirty but its built into the rock which is why it doesn't have light blue water! This is a magical spot. The monkeys on the balcony were hilarious. I was grateful for the warnings to keep doors shut etc. Overall we had a fabulous experience which could only be improved by a cleaner less tired bathroom.",Positive,TripAdvisor
"welcoming not their, bit slow in serving specially customers travelling from distance, waited for the service too long. Restaurant or buffet nothing special, room neat and cleanses, amenities provided, good security around and inside, room service was excellent and lighting not adequate to light up the hotel ghost look.",Negative,TripAdvisor
"I love this hotel. Been coming here since I was kid. But however this time the food was very disappointing. Yes we understand they must have redcuded the spread but thats ok. The dinner on 31 / 08 was very bad. The soup was watery , the mutton curry was extremely salty. Many other dishes were lacking taste . The breaksfast on 31st morning had a fish curry that was gone bad and I informed that person behind the counter and he completely removed it.we are were not expecting this standard from kandalama. If not for food everything else was perefct.",Negative,Google Reviews
hotel honeymoon 2017 ... fantastic,Positive,Google Reviews
Also hotel is poorly maintained might not worth ur extra buck. High time management fix those.,Negative,Google Reviews
"we were told the hotel was full and hence we’d have a room with no lake views. however, hotel was practically empty with very few guests so we felt downgraded for no reason.
buffet could have been better - lots of variety but some dishes lacked a bit of taste.",Negative,Booking.com
The bathroom posed challenges since the spigots for the deep tub were unreachable unless you got into the tub. Hotel was very busy with Sri Lankan families who were enjoying the swimming pools and buffet meals. The toque macaques provided lots of entertainment. In fact one night we were awakened by crashing sounds on our balcony. The next morning we discovered furniture upended etc. Macaques were busily climbing about and rushing back and forth.,Negative,TripAdvisor
"Our previous experiences at Kandalama few years ago were so good to make us chose to return to this place with our extended families for a nice holiday. Our expectations were quite high, in terms of service, room quality n food. Unfortunately Kandalama didn't deliver it this time around. Service was pretty average which used to be extra ordinary. Earlier the staff had great attitude n service was beyond par. I could feel it from the time i arrive. I noticed my room was quite dusty n needed a vacuum given the fact I have a 2yo in the room. The guy who came to vacuum did made me feel like I'm asking for too much. That's not the kind of attitude Kandalama staff used to have. Room quality: We paid little extra for panoramic view which wasn't worth it. We were far away from all amenities i.e. the reception, restaurant, gym n the infinity pool. The quality of the rooms were not as good as my previous experiences of superior rooms which are cheaper n close to everything in the hotel. Superior rooms are much spacious n treat for eyes compared to panoramic view. Cleanliness of the room was very disappointing. My husband had to kill a cockroach in the middle of the night when my 2yo got up. We found a bug on the bed at the same time. There was dust on the floor. The bathroom wash basin did not look clean : it was stained n disgusting for me. Also the bins. This was a total let down for me cause I didn't feel good at all with an unclean room.Food was really good but not as good as it used to be. The variety of food is limited. Yet I believe, they still served some lovely yummy food. The restaurant staff were friendly as usual.",Negative,TripAdvisor
"check in was delayed, kept the kids waiting for hours- they were focused on money only! Service at restaurant could have been better.",Negative,Google Reviews
Disappointing,Negative,Agoda
We had two amazing nights at the Heritance Kandalama. On the edge of a lake with the forest behind it's a great location to visit Sigiriya and Dambula. Try and get a room on the top floor as they come with the most incredible views of the lake. Perfect for a sunset photo cloud cover permitting. Like most hotels in Sri Lanka the restaurant was buffet style. The staff were super friendly.,Positive,TripAdvisor
food was amazing,Positive,Booking.com
"The hotel location is good, staff is friendly, but the road to the hotel is worst, so many holes and muddy road, I don't know why it is not repaired when many vehicles on on this only road where there is no option?",Negative,Google Reviews
"Thoroughly enjoyed our stay here - The ambience, food and staff were magnificent. We stayed in a room where the Jacuzzi is facing through the bushes and tress gave us a pleasant experience. A stay to remember!",Positive,Google Reviews
"I was at Kandalama for 2 nights with a large group of friends. I have been to the hotel more than 10 years back and first impression I got is that it looks the same still. Which is good as they have kept up with the same Eco-friendly architecture.First impression on the room was not good. We were in 4th floor. As we opened the door it was stinking. Bad smell maybe from bats. Room needed refurbishment. TV was a very old CRT TV which you don't expect in a 5 star hotel. Furniture was old and did not give us the 5 star feeling. Ac controls were not modern. Bedroom was too small.  Restaurant staff was not pro-active. We had to tell few times even to get us the serviettes, water, fork, knife, etc. When you ask them you get it soon, but you need to ask them always. At 5 star hotel we expect better. They have a nice infinity pool. It's nice but due to hot weather we did not enjoy much in pool. It lacks bit of shading for us locals.They really need to think about refurbishing the hotel soon before it gets any worse.",Negative,TripAdvisor
It was a nature loving place to enjoy our vacationð³ðµðµð¾â,Positive,Google Reviews
"Full of Nature , marvellous design by world famous architecture Jeffrey Bawa really amazing,  fabulous location guests who keen to locate and rest with supper blended nature living , very friendly professional staff,",Positive,Google Reviews
"I was really looking forward to staying here after seeing all the great reviews here on TripAdvisor...and was greatly annoyed with my stay. I will start with the good bits though- the hotel grounds itself is beautiful and breakfast was good. Staff also nice. The room - horrible. It was tiny with bad lighting, swarming with insects and worst of all, the bathroom was really dirty. I honestly couldn’t tell the cleanliness of the sleeping area because of the bad lighting but bathroom was well lit. The shower blinds were mouldy - how is this okay (for any hotel but ESPECIALLY for a 5 star? Please find attached photos. (I found these problems at another hotel I was staying so keep this front of mind).Wouldn’t stay again based on this - if you are concerned about cleanliness- don’t stay here.",Negative,TripAdvisor
"I was disappointed when I arrived with the outdated decor. For a 5* hotel this was not up to scratch. Also the staff service was not that great. I have been to other Heritance hotels in Sri Lanka which were definitely 5* material. The food was ok, but the restaurant staff were not that great. For the price charged this was not worth it. Definitely needs an uplift to match the view outside. The staff needs to trained to meet current customer service standards. The view surrounding the hotel is stunning and wild monkeys are beautiful and well behaved. Never feed them....Hopefully this hotel will change to meet other Heritance hotel standards.",Negative,TripAdvisor
Overly complex arrival arrangements - could have been handled by lovely reception staff rather than somewhat officious accountant in separate office. Also no towels in room on arrival.,Positive,Booking.com
"Room was great. Bed was comfortable. Location and view was excellent. Great selection of food for breakfast, lunch and dinner buffet. Some hit or miss with regards to food (beef always tough. Some items undercooked) but otherwise great. Local food selection was extremely delicious and we enjoyed trying it out. We chose this because my toddler loves animals and it did not disappoint. He saw monkeys in our balcony and everywhere around the property.",Positive,Booking.com
Amazing place to visit.. everyone must visit this hotel once in a life time. Amazing food quality and i never experience such a great.,Positive,Google Reviews
"Very original hotel near the lake and built on a rock, unforgettable experience when you see monkeys on your balcony",Positive,Expedia
"glad we only stayed one night - a bit to formal for us. wasn't chilled. also the food at the a la carte was very average. bfast was okay. definitely glad we went there for the experience, but didn't feel that we needed to stay any longer.",Negative,Agoda
